,GaussianCopula,tCopula,ClaytonCopula,HS
525,-0.044412785568016304,-0.054661093946769705,-0.08234075492016646,-0.04044099660683874
526,-0.04224830520793301,-0.058805850864557294,-0.05320370090339672,-0.04044099660683874
527,-0.044359794630203175,-0.04692986008840049,-0.05700441315395793,-0.04044099660683874
528,-0.04274100290936875,-0.057890365504314964,-0.06794654761883415,-0.04044099660683874
529,-0.046430498184730634,-0.04814278357959736,-0.06095414725007094,-0.04044099660683874
530,-0.04408826330628633,-0.039995235899053884,-0.055130584696795104,-0.04044099660683874
531,-0.04279989290141226,-0.051658441363688655,-0.047049904988811155,-0.04044099660683874
532,-0.04120252695626153,-0.047070595930425535,-0.05135328555522084,-0.04044099660683874
533,-0.0508106099771567,-0.04621216148842623,-0.050863767652771695,-0.04044099660683874
534,-0.04173363048897566,-0.04538652294590864,-0.05153531123851187,-0.04044099660683874
535,-0.04659561086905813,-0.0494462502681152,-0.05727172098094348,-0.04044099660683874
536,-0.04283297865770318,-0.04327685010411788,-0.04315524297086214,-0.04044099660683874
537,-0.03846580530958349,-0.04456798736881613,-0.0548563384123182,-0.04044099660683874
538,-0.04027761926912388,-0.04277147990771442,-0.051191363086358556,-0.04044099660683874
539,-0.04725024475622642,-0.04484998762054609,-0.058160500788125034,-0.04044099660683874
540,-0.037357777197829324,-0.0363825040531553,-0.04324168812828469,-0.04044099660683874
541,-0.04457507670744859,-0.0393703012139943,-0.046712682040130175,-0.04044099660683874
542,-0.048364187390109274,-0.03837363839617185,-0.054711196194380605,-0.04044099660683874
543,-0.037413515794786446,-0.04206598439927581,-0.05479318901479207,-0.04044099660683874
544,-0.04518530145301112,-0.049895419687178526,-0.05015002681928251,-0.04044099660683874
545,-0.038520113595030575,-0.05202990997122372,-0.05995136344472791,-0.04044099660683874
546,-0.041314227228694454,-0.044360966056782164,-0.04585266208983607,-0.04044099660683874
547,-0.03357681195669968,-0.040383404509872475,-0.061987460168681716,-0.04044099660683874
548,-0.04004424258240053,-0.07165815258973743,-0.06705769616809944,-0.04044099660683874
549,-0.03583478333215203,-0.05171935247826342,-0.06264494354731956,-0.04044099660683874
550,-0.04286416410791468,-0.04219653454671576,-0.04530234424397927,-0.04044099660683874
551,-0.04412520366335278,-0.05428475984969304,-0.056806309989498295,-0.04044099660683874
552,-0.04605712632576561,-0.059212055169133825,-0.047417362000714,-0.04044099660683874
553,-0.039214079935345085,-0.039859099938037885,-0.05167875764573311,-0.04044099660683874
554,-0.04407768216722764,-0.044880074510261436,-0.06150057270648457,-0.04044099660683874
555,-0.038134986998893325,-0.0556340189707623,-0.05128014548677796,-0.04044099660683874
556,-0.044169646899106074,-0.034010527332695606,-0.04689516248571935,-0.04044099660683874
557,-0.04100784381401561,-0.0492655163085992,-0.06829444539325219,-0.04044099660683874
558,-0.040600929158907395,-0.04419192245543269,-0.054948657482416806,-0.04044099660683874
559,-0.03619834010330589,-0.04972627218402205,-0.0542808012708409,-0.04044099660683874
560,-0.05273801757936999,-0.046774558171130305,-0.05067097151150663,-0.04044099660683874
561,-0.04143215947863344,-0.03501152565823899,-0.043369419840542774,-0.04044099660683874
562,-0.03590575792612091,-0.046528539616284656,-0.046247504558230665,-0.04044099660683874
563,-0.03300114143720383,-0.04776872427439245,-0.0423185755585966,-0.04044099660683874
564,-0.0421009437410516,-0.041030376314719105,-0.06652889339845867,-0.04044099660683874
565,-0.04112554300417026,-0.037218454192360674,-0.047990640357672906,-0.04044099660683874
566,-0.029671663764066793,-0.04410262947966399,-0.04111319133102531,-0.04044099660683874
567,-0.045906327488819294,-0.044415237326065594,-0.04698126466231364,-0.04044099660683874
568,-0.04885438887228266,-0.05717372552273838,-0.05360214437614807,-0.04044099660683874
569,-0.04408087155610268,-0.044459122701243095,-0.047688577962755725,-0.04044099660683874
570,-0.0428961145968465,-0.056471256960932074,-0.05216565836299624,-0.04044099660683874
571,-0.05095786956314538,-0.047008570971095356,-0.05163773426854506,-0.04044099660683874
572,-0.03719677428455078,-0.03831060329732195,-0.04285466236337814,-0.04044099660683874
573,-0.04641922816368314,-0.048989036235611516,-0.05624167646402758,-0.04044099660683874
574,-0.04640660098913508,-0.05476540865317104,-0.05513708088342743,-0.04044099660683874
575,-0.04477659464669318,-0.039233452550664856,-0.054846293823561154,-0.04044099660683874
576,-0.03911727148275788,-0.03867282842973922,-0.05119511296995737,-0.04044099660683874
577,-0.04587283894680093,-0.04439810826543907,-0.049749306915641896,-0.04044099660683874
578,-0.044108226304299926,-0.037611930147953616,-0.06177675158194817,-0.04044099660683874
579,-0.05810756676900676,-0.04400354090644512,-0.047555630308988794,-0.04044099660683874
580,-0.03929411333647399,-0.05902456296418511,-0.045681239628204036,-0.04044099660683874
581,-0.038143844317212655,-0.04388188991898374,-0.051641698878204946,-0.04044099660683874
582,-0.03931333135441643,-0.0395722110814498,-0.052959741398739005,-0.04044099660683874
583,-0.03618764608177233,-0.04004269303846486,-0.05989545812048151,-0.04044099660683874
584,-0.04045888194560335,-0.0500895542198289,-0.046911491356449474,-0.04044099660683874
585,-0.039472068499386254,-0.0371424994786248,-0.046953716794915355,-0.04044099660683874
586,-0.03487207337979611,-0.041893296408044116,-0.05241789224326238,-0.04044099660683874
587,-0.03241584998949934,-0.043638099855570725,-0.04116419353314186,-0.04044099660683874
588,-0.05006559195108378,-0.041746988345356756,-0.0537514474724356,-0.04044099660683874
589,-0.04823288347739707,-0.05062745129600015,-0.0499120562947542,-0.04044099660683874
590,-0.047150148994182926,-0.05369217131361427,-0.042862594972129804,-0.04044099660683874
591,-0.04070731258259732,-0.04229824907458824,-0.0665034076878387,-0.04044099660683874
592,-0.0633737721408147,-0.03816757223802647,-0.05051403758238687,-0.04044099660683874
593,-0.04984341355768871,-0.04586505152502548,-0.04661291850401959,-0.04044099660683874
594,-0.038630715966877276,-0.0495498722290022,-0.059927475236313456,-0.04044099660683874
595,-0.04974287454777918,-0.057814336835403296,-0.04854276811463583,-0.04044099660683874
596,-0.052322191799757146,-0.04728753327284997,-0.0645096655500442,-0.04044099660683874
597,-0.0479637637440063,-0.043315820514495916,-0.05418496252553552,-0.04044099660683874
598,-0.042145479410946936,-0.05401106778233223,-0.049244178876539216,-0.04044099660683874
599,-0.06432712502146787,-0.04807186473830762,-0.06119454880363208,-0.04044099660683874
600,-0.043585655794943126,-0.054850826792552834,-0.07809965111026897,-0.04044099660683874
601,-0.04248171077277012,-0.04939057068520668,-0.060757196808624035,-0.04044099660683874
602,-0.04906316179905538,-0.05868953668761228,-0.05718111924054327,-0.04044099660683874
603,-0.04039021167638078,-0.05101556554968065,-0.05789592150396718,-0.04044099660683874
604,-0.05183254527491751,-0.0627823911878151,-0.0589819515450394,-0.04044099660683874
605,-0.04107883279917255,-0.038910403614864815,-0.04837083016421919,-0.04044099660683874
606,-0.03838602164956692,-0.04878326255911003,-0.05228325950488754,-0.04044099660683874
607,-0.04119655159867092,-0.05456745607904422,-0.041723508535199606,-0.04044099660683874
608,-0.04817163472174089,-0.053315636676716696,-0.05066821831789137,-0.04044099660683874
609,-0.03999534639459096,-0.04394708837897283,-0.048040377319943685,-0.04044099660683874
610,-0.03274691763735758,-0.037278194230304824,-0.054459967598659925,-0.04044099660683874
611,-0.04275937902005153,-0.06433445424752382,-0.06053344588366161,-0.04044099660683874
612,-0.03911908531634369,-0.04562770139794599,-0.08012268826505484,-0.04044099660683874
613,-0.04270780455889527,-0.07591130293988317,-0.0495302212635234,-0.04044099660683874
614,-0.04017508248423716,-0.04083153640863544,-0.05147721959576652,-0.04044099660683874
615,-0.03967908876929706,-0.039835526682720175,-0.06252101601743079,-0.04044099660683874
616,-0.041719707101035175,-0.034442601570875114,-0.055443536047855166,-0.04044099660683874
617,-0.04270290595544206,-0.04804841163152672,-0.05186431463169925,-0.04044099660683874
618,-0.04597315666880813,-0.052841708046930926,-0.05229257573822634,-0.04044099660683874
619,-0.04065764977002045,-0.05189487380940262,-0.0523761345158182,-0.04044099660683874
620,-0.04610180475135923,-0.058802825595698674,-0.05688510831507671,-0.04044099660683874
621,-0.03962904975867671,-0.04763107026060145,-0.06136531913262372,-0.04044099660683874
622,-0.04167611259571652,-0.05073281790068686,-0.051155178816733406,-0.04044099660683874
623,-0.0369172264135592,-0.04729610933309002,-0.04849742202239665,-0.04044099660683874
624,-0.05079128203288701,-0.05656888089294544,-0.05500192639894977,-0.04044099660683874
625,-0.046611250313157174,-0.06479753735037443,-0.04492195858119098,-0.04044099660683874
626,-0.04057783364633263,-0.06176191028581118,-0.053374684902777754,-0.04044099660683874
627,-0.05181177427536939,-0.045706859472201426,-0.055368444334291896,-0.04044099660683874
628,-0.0442119590473779,-0.06456776644028318,-0.045583769233591684,-0.04044099660683874
629,-0.05193393821631032,-0.05805680241598089,-0.06186173258339094,-0.04044099660683874
630,-0.06275773539838429,-0.05590183674552305,-0.07759777764965288,-0.04044099660683874
631,-0.05664651395025156,-0.048825339049104556,-0.0680910770508913,-0.04044099660683874
632,-0.049723454201086474,-0.046625914872347615,-0.05639491804599194,-0.04044099660683874
633,-0.05641508611401568,-0.04523113303617335,-0.06430069480653167,-0.04044099660683874
634,-0.057326633751036936,-0.05893988344203744,-0.07864294437180883,-0.04044099660683874
635,-0.05337812849690795,-0.048564443991043565,-0.06127970515292972,-0.04044099660683874
636,-0.059704419590709,-0.049076813748394385,-0.08012647311210465,-0.04044099660683874
637,-0.04210624674181041,-0.0727203346069472,-0.06888053607599934,-0.04044099660683874
638,-0.044386351788177,-0.04370720128130637,-0.06140652540508683,-0.04044099660683874
639,-0.05651084148872874,-0.05286095134155835,-0.07468586965270328,-0.04044099660683874
640,-0.040974450749378034,-0.043296096745254836,-0.05447179648004199,-0.04044099660683874
641,-0.03937197388595746,-0.0622159319755501,-0.054517313092890984,-0.04044099660683874
642,-0.040491039470483395,-0.05892150478604463,-0.05580538563026513,-0.04044099660683874
643,-0.04021359543203378,-0.03824720003607139,-0.07336907151993037,-0.04044099660683874
644,-0.04603221002003082,-0.061642201587282106,-0.05302965247094931,-0.04044099660683874
645,-0.06079693757362489,-0.06249025262641693,-0.06443763722459947,-0.04044099660683874
646,-0.054737540786066984,-0.06237762590323524,-0.07693471961242443,-0.04044099660683874
647,-0.041200056396275136,-0.06286550333862471,-0.06841256396312609,-0.04044099660683874
648,-0.05270613119507428,-0.0580801130981036,-0.050077576647067336,-0.04044099660683874
649,-0.05000315321243955,-0.04899792352702352,-0.053448575440486285,-0.04044099660683874
650,-0.040794433792918534,-0.03892495316539322,-0.055992091766292953,-0.04044099660683874
651,-0.0703529422727833,-0.09270154743201266,-0.07507757117127081,-0.04044099660683874
652,-0.0545495328874889,-0.07836860242508223,-0.06812238851802403,-0.04044099660683874
653,-0.07542123495457405,-0.07374819788813201,-0.06112098048389439,-0.04044099660683874
654,-0.05720420579176164,-0.059461561470149964,-0.07117513583072253,-0.04044099660683874
655,-0.04876122806025086,-0.05844787009696957,-0.06681626930565966,-0.04044099660683874
656,-0.06736985324956905,-0.056083951930812115,-0.059654800416773526,-0.04044099660683874
657,-0.04776380789889531,-0.05747322169864044,-0.07330088769529487,-0.04044099660683874
658,-0.05252808192267411,-0.07560555257991747,-0.05630827842171267,-0.04044099660683874
659,-0.060185109336388105,-0.08920867354342195,-0.06482156411410674,-0.04044099660683874
660,-0.05922877257972913,-0.05669285357217735,-0.07570306679901898,-0.04044099660683874
661,-0.042941792870014844,-0.06465725625394368,-0.09334242477101745,-0.04044099660683874
662,-0.04906444798368754,-0.050985243433999954,-0.04911928132863692,-0.04044099660683874
663,-0.045418780576416955,-0.05467529683233332,-0.05298324166814562,-0.04044099660683874
664,-0.04493334333522589,-0.04614638543700908,-0.05691950630615999,-0.04044099660683874
665,-0.04516396355051285,-0.05020436070376054,-0.09164566303580422,-0.04044099660683874
666,-0.04397270618064291,-0.05171040397705088,-0.08208187039819108,-0.04044099660683874
667,-0.052662311173060354,-0.05462466245764593,-0.061708165864036595,-0.04044099660683874
668,-0.0539841309551303,-0.04461564072458498,-0.0756883688177766,-0.04044099660683874
669,-0.050988998524251525,-0.05346404137187066,-0.06486886298727833,-0.04044099660683874
670,-0.06353859333708421,-0.05617470266084137,-0.05853145355017669,-0.04044099660683874
671,-0.045742998015877376,-0.07273533812095904,-0.06324753455184566,-0.04044099660683874
672,-0.046500278872749476,-0.05128358304536101,-0.08282657367323772,-0.04044099660683874
673,-0.05505938342759265,-0.061569914709330306,-0.06592511978469251,-0.04044099660683874
674,-0.043062962208113814,-0.04757399917121827,-0.06183498409700371,-0.04044099660683874
675,-0.04490303657466249,-0.04447184536421748,-0.0661507882729966,-0.04044099660683874
676,-0.06471437883367097,-0.05783306097168965,-0.08466109769222976,-0.04044099660683874
677,-0.051721023264918384,-0.05002561587020972,-0.061355765291185346,-0.04044099660683874
678,-0.05003014522092444,-0.05470170341403191,-0.06389332171931546,-0.04044099660683874
679,-0.04598100718779662,-0.046639751592505836,-0.061947131110492146,-0.04044099660683874
680,-0.05108523756577706,-0.05518532087727182,-0.0677165995976223,-0.04044099660683874
681,-0.040748715303033964,-0.048840505363202495,-0.052036436667945614,-0.04044099660683874
682,-0.038017494953646806,-0.053298870540159374,-0.055573182379925354,-0.04044099660683874
683,-0.047198901562935665,-0.04146350763077444,-0.050438897490383855,-0.04044099660683874
684,-0.03764112130786714,-0.038449158537466104,-0.08190695861434882,-0.04044099660683874
685,-0.040786664913377145,-0.05204768958001332,-0.05802725956191912,-0.04044099660683874
686,-0.04066636477360425,-0.05812309507495093,-0.043185420237559925,-0.04044099660683874
687,-0.0449153367625569,-0.06415549782221737,-0.05058969602023542,-0.04044099660683874
688,-0.04676779247558379,-0.039780742657527735,-0.050912117192592754,-0.04044099660683874
689,-0.03925496536122202,-0.04817417317247139,-0.047340545473321345,-0.04044099660683874
690,-0.039059908316977275,-0.04453032272518787,-0.05568248386092905,-0.04044099660683874
691,-0.04062842788430275,-0.04534049721009662,-0.04752470835901991,-0.04044099660683874
692,-0.042675890745700266,-0.04241776978364884,-0.04470750185001318,-0.04044099660683874
693,-0.036386757396561366,-0.04991531300847046,-0.05591812746347354,-0.04044099660683874
694,-0.037200310850312356,-0.03536215688576058,-0.04644809457310836,-0.04044099660683874
695,-0.04636937313013677,-0.03604442544507344,-0.0434840979427713,-0.04044099660683874
696,-0.046737018365687784,-0.03962028268857963,-0.041978603472028246,-0.04044099660683874
697,-0.032764036531311845,-0.04194845676324524,-0.06167824544266863,-0.04044099660683874
698,-0.03819951635064173,-0.04419672680854434,-0.050794650554546676,-0.04044099660683874
699,-0.039398048473204945,-0.04813411237576827,-0.04645655357335611,-0.04044099660683874
700,-0.03721021553800479,-0.047296605196149484,-0.04665359944737629,-0.04044099660683874
701,-0.04042914695912863,-0.0513558248328551,-0.05423925544842669,-0.04044099660683874
702,-0.04629812079278507,-0.04803126821409274,-0.05433890834175728,-0.04044099660683874
703,-0.03488490401006111,-0.03367638563417023,-0.058074118497104255,-0.04044099660683874
704,-0.04874338189219064,-0.0640756203040032,-0.06448183271040402,-0.04044099660683874
705,-0.04872859224806331,-0.04119551068036657,-0.05120101543749012,-0.04044099660683874
706,-0.04552535721277147,-0.0512936402738033,-0.05596349465996251,-0.04044099660683874
707,-0.04498204616962521,-0.06151142914107133,-0.0602214004175547,-0.04044099660683874
708,-0.0431816547870013,-0.06606961768370592,-0.057221380392362506,-0.04044099660683874
709,-0.05196885944008058,-0.06659040346686755,-0.0533522589055331,-0.04044099660683874
710,-0.04840000082732494,-0.04964447058591054,-0.058660942942946125,-0.04044099660683874
711,-0.04257343788595679,-0.05372293496932752,-0.053882022417378904,-0.04044099660683874
712,-0.04156670521672874,-0.0586708115721519,-0.06825490018682481,-0.04044099660683874
713,-0.041062053034198485,-0.04068975524164973,-0.07731043256640488,-0.04044099660683874
714,-0.04707372730569561,-0.053341329307043765,-0.05707875345786445,-0.04044099660683874
715,-0.04135628111154917,-0.05161191615228849,-0.05034704482970985,-0.04044099660683874
716,-0.04061806562473069,-0.053787931537104636,-0.0493384799876545,-0.04044099660683874
717,-0.04274241624446053,-0.05439878610261701,-0.05070140846711915,-0.04044099660683874
718,-0.05748680928427368,-0.07175395685405829,-0.05065538233305107,-0.04044099660683874
719,-0.04536410362744287,-0.04296047870747502,-0.050235907874197336,-0.04044099660683874
720,-0.05372558532608526,-0.04289997635101063,-0.05165839031298665,-0.04044099660683874
721,-0.04797749705621934,-0.0549506728950252,-0.05699925190519431,-0.04044099660683874
722,-0.04743476920757826,-0.04054078783995471,-0.050801965257030034,-0.04044099660683874
723,-0.04139901907051225,-0.06437275742427015,-0.04705895002837022,-0.04044099660683874
724,-0.04271580384752857,-0.052054985939442584,-0.058169105593546114,-0.04044099660683874
725,-0.04083355940219831,-0.034825888713761056,-0.04380656327956768,-0.04044099660683874
726,-0.04456098991672588,-0.050280164676684454,-0.05625699420286428,-0.04044099660683874
727,-0.036924481796520664,-0.04177619206730262,-0.045118252549269613,-0.04044099660683874
728,-0.034967968629351996,-0.04088694776543817,-0.05398063040586929,-0.04044099660683874
729,-0.040941016683457426,-0.05031914727744107,-0.051663261340487286,-0.04044099660683874
730,-0.03258430134268742,-0.044295739062965335,-0.039211429484772485,-0.04044099660683874
731,-0.03475861547592541,-0.048059281863198446,-0.0643390557730092,-0.04044099660683874
732,-0.04767830993649522,-0.04513075596560191,-0.06639315079951637,-0.04044099660683874
733,-0.05115541033223553,-0.04675246795240942,-0.04578726742461604,-0.04044099660683874
734,-0.038950188946267734,-0.0508322376768052,-0.06250874602983306,-0.04044099660683874
735,-0.035675867132883184,-0.049284332566217,-0.048627570743186604,-0.04044099660683874
736,-0.04568573040173194,-0.042104363927672736,-0.05061181074171512,-0.04044099660683874
737,-0.04179785247824473,-0.03630551705227877,-0.049991993420052686,-0.04044099660683874
738,-0.051688100191585394,-0.04347050146270558,-0.0500295019874582,-0.04044099660683874
739,-0.05610103380679822,-0.033560565763493796,-0.04863756189822572,-0.04044099660683874
740,-0.038828796923374854,-0.03547006587822657,-0.05252523448370315,-0.04044099660683874
741,-0.03800903440039486,-0.04283741386082602,-0.05604276616361748,-0.04044099660683874
742,-0.03637170175998293,-0.05127698914614158,-0.054840324091121696,-0.04044099660683874
743,-0.05017579915976655,-0.05650669135690645,-0.04470422503118499,-0.04044099660683874
744,-0.05212300863221753,-0.05060973105051671,-0.05008067121716708,-0.04044099660683874
745,-0.062467734124847865,-0.07738866487665673,-0.04782507535575239,-0.04044099660683874
746,-0.05052979409477774,-0.047625119978955945,-0.06724387274152999,-0.04044099660683874
747,-0.03924099062194773,-0.05917062481978598,-0.047132418685072126,-0.04044099660683874
748,-0.05068904074746847,-0.05075925533906468,-0.047411766102138236,-0.04044099660683874
749,-0.03656755401260137,-0.036645403056508735,-0.04752961529597512,-0.04044099660683874
750,-0.042003035670235826,-0.043077623411196114,-0.05081597430643609,-0.04044099660683874
751,-0.04432492248138888,-0.039888226849364335,-0.051115708341687015,-0.04044099660683874
752,-0.040974531847559024,-0.05449082877064095,-0.06787810666256967,-0.04044099660683874
753,-0.03753379882025723,-0.05252274388392916,-0.05647988069939783,-0.04044099660683874
754,-0.0356288176502071,-0.05321868386769458,-0.053335264200668996,-0.04044099660683874
755,-0.03948429449706152,-0.04286757111535738,-0.040909904775579056,-0.04044099660683874
756,-0.03965799215637495,-0.044622680821989974,-0.05159974663379876,-0.04044099660683874
757,-0.04642813876584271,-0.050755115272504474,-0.06680756632302122,-0.04044099660683874
758,-0.036282185478969615,-0.052726667602891596,-0.08038954148148493,-0.04044099660683874
759,-0.040542565164213534,-0.0356115207865007,-0.06392663555093471,-0.04044099660683874
760,-0.037287492111004385,-0.042781660232644146,-0.04015283555794,-0.04044099660683874
761,-0.03482642534317584,-0.03847366045119885,-0.06125465210140697,-0.04044099660683874
762,-0.034486232615799486,-0.046141449885728894,-0.04977776152911578,-0.04044099660683874
763,-0.03782308225022834,-0.04641108135028602,-0.03981069000008771,-0.04044099660683874
764,-0.0354664325842772,-0.04198569435496943,-0.04445054153750305,-0.04044099660683874
765,-0.036882271726045385,-0.03645167148586197,-0.057594259405394525,-0.04044099660683874
766,-0.0425395519940609,-0.034207994610052646,-0.055082484982062564,-0.04044099660683874
767,-0.04501806567497081,-0.050797322297146286,-0.042093065361102355,-0.04044099660683874
768,-0.03472280149631538,-0.06530555417084487,-0.053418455583199353,-0.04044099660683874
769,-0.037786583378445635,-0.04135476279565327,-0.05936552254643924,-0.04044099660683874
770,-0.031092979317263163,-0.04186904580596937,-0.04945341796755766,-0.04044099660683874
771,-0.03578436373833864,-0.0362486330668875,-0.03828600589426194,-0.04044099660683874
772,-0.027355377534924393,-0.03550941437015198,-0.05340462101379808,-0.04044099660683874
773,-0.03758548205802968,-0.03477743583773572,-0.038828622439721225,-0.04044099660683874
774,-0.03293887844715059,-0.03675402947304852,-0.06492067096481059,-0.04044099660683874
775,-0.029168274029891993,-0.03991558808650093,-0.04334898310733086,-0.04044099660683874
776,-0.039502466271092475,-0.03947308483690697,-0.05208341677319824,-0.04044099660683874
777,-0.031330679135431756,-0.03787009039540195,-0.04205063196349955,-0.04044099660683874
778,-0.030983803331619396,-0.03791338344188432,-0.03306757640774425,-0.04044099660683874
779,-0.043718572822681614,-0.043432190330770205,-0.03770720292543303,-0.04044099660683874
780,-0.03180917259819026,-0.03437316356390735,-0.045304638866426813,-0.04044099660683874
781,-0.03130366837695596,-0.033869693678488536,-0.03593024015872522,-0.04044099660683874
782,-0.030358126760880427,-0.048684678510034315,-0.03936932323259678,-0.04044099660683874
783,-0.03137264248330035,-0.03366873667685132,-0.04816800514066986,-0.04044099660683874
784,-0.05024058644787437,-0.04168197278737713,-0.04801439442653551,-0.04044099660683874
785,-0.04499905799815587,-0.05706555123585902,-0.057722517250092774,-0.04044099660683874
786,-0.04387046966079917,-0.04221848096385721,-0.058637050389210084,-0.04044099660683874
787,-0.03589504716961702,-0.03984657393042868,-0.05962466710572011,-0.04044099660683874
788,-0.03687066769092095,-0.03678046414950583,-0.04487124769267228,-0.04044099660683874
789,-0.031171275059095106,-0.04357207428576537,-0.046235508479633376,-0.04044099660683874
790,-0.043298864600693945,-0.03918092873571055,-0.04669519545762352,-0.04044099660683874
791,-0.032524473699066185,-0.04504333752568928,-0.04270963109071082,-0.04044099660683874
792,-0.03848012287253699,-0.03614055731220342,-0.04072690585315635,-0.04044099660683874
793,-0.040499762395254255,-0.03795143671178741,-0.04488372321865533,-0.04044099660683874
794,-0.049190461234082744,-0.03489093561805797,-0.04642173887577558,-0.04044099660683874
795,-0.03363521937435898,-0.05226708394218586,-0.03694017516066673,-0.04044099660683874
796,-0.0294322821573797,-0.05519687740934153,-0.03924319206611445,-0.04044099660683874
797,-0.04555502565096439,-0.04271936784073713,-0.039943677295405856,-0.04044099660683874
798,-0.0317710887528184,-0.03623852518618999,-0.04844899480649707,-0.04044099660683874
799,-0.03008848810567564,-0.03726594674289688,-0.04107040047122972,-0.04044099660683874
800,-0.02922073703248644,-0.04196325371106641,-0.06083602066943258,-0.04044099660683874
801,-0.030457698435839477,-0.028524096232190856,-0.03571624664156264,-0.04044099660683874
802,-0.02887542683010867,-0.031194695506502636,-0.03501686703467768,-0.04044099660683874
803,-0.026510190611509266,-0.029115214210037918,-0.027746655758592236,-0.04044099660683874
804,-0.035327756367059954,-0.034743794679049464,-0.0358386337236843,-0.04044099660683874
805,-0.03767986259009776,-0.03317886881746691,-0.03102559430360324,-0.04044099660683874
806,-0.0258796587933696,-0.02637663363898741,-0.05110599512397584,-0.04044099660683874
807,-0.030398279085060098,-0.03153181132922877,-0.04340010263683714,-0.04044099660683874
808,-0.032728574630333775,-0.04043441009261485,-0.04483341016243748,-0.04044099660683874
809,-0.03214017935709476,-0.03637063159317319,-0.049251006183779394,-0.04044099660683874
810,-0.027545911609574664,-0.038238570717772896,-0.04348781999752067,-0.04044099660683874
811,-0.03650707314390178,-0.04239147715168342,-0.051071186593701814,-0.04044099660683874
812,-0.029620035954203688,-0.04521933919101867,-0.040378683047714074,-0.04044099660683874
813,-0.03727252548855935,-0.02890028152123742,-0.06437284880021421,-0.04044099660683874
814,-0.023506630959714107,-0.028641626478896787,-0.043153457044096157,-0.04044099660683874
815,-0.03034437506287467,-0.026562217246920778,-0.03763342762111494,-0.04044099660683874
816,-0.03417905400210988,-0.03230285976362864,-0.03681035271097526,-0.04044099660683874
817,-0.02666888587743635,-0.03835991223381646,-0.029292988191747752,-0.04044099660683874
818,-0.02356118357296566,-0.026380937193877237,-0.03993630350744271,-0.04044099660683874
819,-0.030283361043704826,-0.030428966013174345,-0.03958875827964581,-0.04044099660683874
820,-0.04078975914209136,-0.03322988025284761,-0.048009843392317585,-0.04044099660683874
821,-0.03662828735447045,-0.04270295179240122,-0.05117339685144483,-0.04044099660683874
822,-0.030617363745343736,-0.035845804026925124,-0.07090904050327083,-0.04044099660683874
823,-0.033186414094039676,-0.03866998356203802,-0.04559134150968006,-0.04044099660683874
824,-0.038547011680991186,-0.034886772098792,-0.05170175283201505,-0.04044099660683874
825,-0.038661577461019406,-0.04196370325141128,-0.04790368497084117,-0.04044099660683874
826,-0.02935087802591351,-0.04356552903260535,-0.04414461210396037,-0.04044099660683874
827,-0.032234264256845106,-0.034942762176514215,-0.04931004420708313,-0.04044099660683874
828,-0.03664106262635826,-0.05526085409460764,-0.04776104216154277,-0.04044099660683874
829,-0.03934056156634724,-0.03302794853421443,-0.047925021243329036,-0.04044099660683874
830,-0.04256512454148346,-0.037129758744038587,-0.04825350851420218,-0.04044099660683874
831,-0.025414837358425577,-0.042293145454709434,-0.05843857678781351,-0.04044099660683874
832,-0.03104502834408091,-0.041312805518815894,-0.03682718755831138,-0.04044099660683874
